trial,span-norm,depth-norm,theta-norm,opt-span-norm,opt-depth-norm,opt-theta-norm,Differance
modelO-pin-noStopper_2_rotateLeft_up-left,-0.227,0.125,1.169,0.229,0.131,15,0.259,0.6974359608191725
modelO-pin-noStopper_1_rotateRight_up,-0.011,0.16,1.169,0.0,0.16,15,0.16,0.2523964888433357
modelO-pin-noStopper_2_rotateRight_up,0.041,0.193,2.338,0.0,0.193,15,0.197,0.26199358988752197
modelO-pin-noStopper_1_rotateRight_up-right,0.171,0.129,1.169,0.198,0.113,15,0.214,0.2727811984962861
modelO-pin-noStopper_2_rotateRight_up-right,0.395,0.228,0.0,0.398,0.226,15,0.456,0.2654049390746134
modelO-pin-noStopper_1_rotateRight_right,0.578,0.032,2.386,0.578,0.0,15,0.579,0.2521558318465647
modelO-pin-noStopper_2_rotateRight_right,0.835,-0.095,12.235,0.835,0.0,15,0.84,0.14325835381764326
modelO-pin-noStopper_1_rotateRight_down-right,1.081,-0.016,34.992,1.078,0.614,15,1.081,0.9789333668753573
modelO-pin-noStopper_2_rotateRight_down-right,1.361,-0.222,31.192,1.188,0.676,15,1.379,1.1971161508893113
modelO-pin-noStopper_1_rotateRight_down,-0.007,-0.056,3.652,0.0,-0.056,15,0.056,0.2050599635163165
modelO-pin-noStopper_2_rotateRight_down,-0.063,-0.21,1.169,0.0,-0.21,15,0.219,0.3043964888433357
modelO-pin-noStopper_1_rotateRight_down-left,-1.236,-0.264,33.998,1.081,0.616,15,1.264,2.8100628741669182
modelO-pin-noStopper_2_rotateRight_down-left,-1.16,-0.296,22.891,1.05,0.598,15,1.197,2.5216987633567887
modelO-pin-noStopper_1_rotateRight_left,-0.622,-0.004,4.739,-0.622,0.0,15,0.622,0.18308823454713818
modelO-pin-noStopper_2_rotateRight_left,-0.857,0.04,21.865,-0.857,0.0,15,0.858,0.15981685314941066
modelO-pin-noStopper_1_rotateRight_up-left,-0.271,0.01,1.219,0.497,0.283,15,0.271,1.055602348041884
modelO-pin-noStopper_2_rotateRight_up-left,-0.263,0.151,5.826,0.365,0.208,15,0.303,0.7906979832634371
modelO-pin-stopper_1_noRotate_up,0.043,0.34,1.169,0.0,0.34,0,0.343,0.0634028989558137
modelO-pin-stopper_2_noRotate_up,0.026,0.301,0.0,0.0,0.301,0,0.302,0.026
modelO-pin-stopper_1_noRotate_up-right,0.152,0.128,2.386,0.182,0.104,0,0.199,0.0800623013771818
modelO-pin-stopper_2_noRotate_up-right,0.402,0.121,2.386,0.374,0.213,0,0.42,0.1378100781939552
modelO-pin-stopper_1_noRotate_right,0.507,-0.018,6.995,0.507,0.0,0,0.507,0.14008578117700335
modelO-pin-stopper_2_noRotate_right,0.641,0.043,16.927,0.641,0.0,0,0.642,0.3384318824850801
modelO-pin-stopper_1_noRotate_down-right,0.591,-0.346,0.0,0.596,0.339,0,0.685,0.6850182479321263
modelO-pin-stopper_2_noRotate_down-right,1.202,-0.176,38.089,1.192,0.679,0,1.215,1.5198369363245052
modelO-pin-stopper_1_noRotate_down,-0.04,-0.266,0.0,0.0,-0.266,0,0.269,0.04
modelO-pin-stopper_2_noRotate_down,-0.017,-0.224,2.386,0.0,-0.224,0,0.225,0.058643555952584706
modelO-pin-stopper_1_noRotate_down-left,-0.546,-0.382,1.169,0.583,0.332,0,0.666,1.356231106473532
modelO-pin-stopper_2_noRotate_down-left,-1.184,-0.003,41.73,1.205,0.686,0,1.184,3.2146971482997855
modelO-pin-stopper_1_noRotate_left,-0.699,0.027,14.292,-0.699,0.0,0,0.7,0.27644245669502954
modelO-pin-stopper_2_noRotate_left,-0.721,-0.061,5.906,-0.721,0.0,0,0.724,0.16407914562278508
modelO-pin-stopper_1_noRotate_up-left,-0.211,0.171,0.0,0.35,0.199,0,0.272,0.5616983176047441
modelO-pin-stopper_2_noRotate_up-left,-0.296,0.203,1.219,0.355,0.202,0,0.359,0.672276331630513
modelO-pin-stopper_1_noRotate_rotate-clockwise,-0.077,0.027,12.265,0.0,0.0,12.265,0.082,0.0815965685553014
modelO-pin-stopper_2_noRotate_rotate-clockwise,0.147,0.048,7.005,0.0,0.0,7.005,0.155,0.15463828762631845
modelO-pin-stopper_1_noRotate_rotate-counterClockwise,0.055,-0.176,16.113,0.0,0.0,16.113,0.184,0.1843936007566423
modelO-pin-stopper_2_noRotate_rotate-counterClockwise,-0.03,-0.122,19.179,0.0,0.0,19.179,0.126,0.12563439019631528
modelO-pin-stopper_1_rotateLeft_up,0.034,0.078,1.169,0.0,0.078,15,0.085,0.27539648884333573
modelO-pin-stopper_2_rotateLeft_up,0.066,0.087,1.169,0.0,0.087,15,0.109,0.3073964888433357
modelO-pin-stopper_1_rotateLeft_up-right,0.233,0.139,1.219,0.293,0.167,15,0.271,0.30673560564632596
modelO-pin-stopper_2_rotateLeft_up-right,0.335,0.103,4.657,0.317,0.181,15,0.35,0.2605693889185315
modelO-pin-stopper_1_rotateLeft_right,0.538,-0.132,2.338,0.538,0.0,15,0.554,0.35299358988752194
modelO-pin-stopper_2_rotateLeft_right,0.798,0.034,15.461,0.798,0.0,15,0.799,0.04204596785169379
modelO-pin-stopper_1_rotateLeft_down-right,0.622,-0.446,0.0,0.731,0.416,15,0.765,1.130663588926115
modelO-pin-stopper_2_rotateLeft_down-right,1.268,-0.128,49.536,1.315,0.749,15,1.274,1.4810254145551154
modelO-pin-stopper_1_rotateLeft_down,-0.008,-0.222,2.338,0.0,-0.222,15,0.222,0.22899358988752197
modelO-pin-stopper_2_rotateLeft_down,-0.004,-0.098,3.545,0.0,-0.098,15,0.098,0.20392746581595045
modelO-pin-stopper_1_rotateLeft_down-left,-1.18,-0.038,35.924,1.005,0.572,15,1.181,2.633743992526025
modelO-pin-stopper_2_rotateLeft_down-left,-1.324,-0.18,46.685,1.158,0.659,15,1.336,3.172977993174748
modelO-pin-stopper_1_rotateLeft_left,-0.576,0.026,7.125,-0.576,0.0,15,0.577,0.16344467859455344
modelO-pin-stopper_2_rotateLeft_left,-0.782,-0.111,17.7,-0.782,0.0,15,0.79,0.15812388980384692
modelO-pin-stopper_1_rotateLeft_up-left,-0.187,0.096,2.334,0.228,0.13,15,0.21,0.637453844830705
modelO-pin-stopper_2_rotateLeft_up-left,-0.13,0.135,1.169,0.301,0.171,15,0.187,0.6738973558944897
modelO-pin-stopper_1_rotateRight_up,0.024,0.108,2.386,0.0,0.108,15,0.111,0.2441558318465647
modelO-pin-stopper_2_rotateRight_up,0.012,0.17,3.801,0.0,0.17,15,0.17,0.20745942293084496
modelO-pin-stopper_1_rotateRight_up-right,0.133,0.087,1.169,0.227,0.129,15,0.159,0.34435279025320575
modelO-pin-stopper_2_rotateRight_up-right,0.307,0.198,0.0,0.327,0.186,15,0.365,0.28512319537853065
modelO-pin-stopper_1_rotateRight_right,0.847,-0.008,13.173,0.847,0.0,15,0.847,0.0398871654339364
modelO-pin-stopper_2_rotateRight_right,0.795,0.023,6.072,0.795,0.0,15,0.795,0.17882299561805373
modelO-pin-stopper_1_rotateRight_down-right,1.365,-0.121,48.468,1.167,0.665,15,1.37,1.3946821592238403
modelO-pin-stopper_2_rotateRight_down-right,1.126,-0.257,25.008,1.261,0.718,15,1.155,1.1589743345309675
modelO-pin-stopper_1_rotateRight_down,-0.007,-0.154,2.338,0.0,-0.154,15,0.154,0.22799358988752197
modelO-pin-stopper_2_rotateRight_down,0.077,-0.159,1.169,0.0,-0.159,15,0.177,0.3183964888433357
modelO-pin-stopper_1_rotateRight_down-left,-0.993,-0.241,29.739,1.016,0.578,15,1.022,2.4267698330807823
modelO-pin-stopper_2_rotateRight_down-left,-1.334,-0.096,50.933,1.143,0.651,15,1.337,3.214336435907252
modelO-pin-stopper_1_rotateRight_left,-0.743,0.028,9.866,-0.743,0.0,15,0.744,0.11760520379738885
modelO-pin-stopper_2_rotateRight_left,-0.581,0.107,16.793,-0.581,0.0,15,0.591,0.1382937534882583
modelO-pin-stopper_1_rotateRight_up-left,-0.171,0.166,2.595,0.214,0.122,15,0.238,0.6040142226936843
modelO-pin-stopper_2_rotateRight_up-left,-0.183,0.205,5.956,0.253,0.144,15,0.275,0.5980940993992058
modelK-pin_1_noRotate_up,0.089,0.328,1.169,0.0,0.328,0,0.34,0.1094028989558137
modelK-pin_2_noRotate_up,0.096,0.24,1.219,0.0,0.24,0,0.258,0.11727556358181088
modelK-pin_1_noRotate_up-right,0.184,0.195,0.0,0.237,0.136,0,0.268,0.0793095202355934
modelK-pin_2_noRotate_up-right,0.269,0.127,5.743,0.331,0.19,0,0.297,0.18862543497222417
modelK-pin_1_noRotate_right,0.845,-0.03,8.294,0.845,0.0,0,0.846,0.1747576081604097
modelK-pin_2_noRotate_right,0.562,-0.05,3.555,0.562,0.0,0,0.564,0.11204645490839843
modelK-pin_1_noRotate_down-right,1.242,-0.187,33.294,1.072,0.616,0,1.256,1.401887703807069
modelK-pin_2_noRotate_down-right,1.178,-0.01,40.101,1.078,0.62,0,1.178,1.3377816206949285
modelK-pin_1_noRotate_down,0.02,-0.417,1.219,0.0,-0.417,0,0.417,0.04127556358181088
modelK-pin_2_noRotate_down,0.197,-0.269,0.0,0.0,-0.269,0,0.333,0.197
modelK-pin_1_noRotate_down-left,-1.354,-0.195,37.553,1.227,0.706,0,1.368,3.3891685442941606
modelK-pin_2_noRotate_down-left,-1.087,-0.117,38.66,1.062,0.611,0,1.093,2.943705504884429
modelK-pin_1_noRotate_left,-0.699,0.04,16.531,-0.699,0.0,0,0.7,0.32852037864718264
modelK-pin_2_noRotate_left,-0.655,-0.022,17.7,-0.655,0.0,0,0.655,0.3309232776029964
modelK-pin_1_noRotate_up-left,-0.371,0.266,3.555,0.425,0.244,0,0.457,0.8583504169731366
modelK-pin_2_noRotate_up-left,-0.285,0.235,1.219,0.324,0.186,0,0.369,0.6322436478546312
modelK-pin_1_noRotate_rotate-clockwise,0.068,-0.097,17.429,0.0,0.0,17.429,0.118,0.11846096403457132
modelK-pin_2_noRotate_rotate-clockwise,-0.084,-0.09,32.929,0.0,0.0,32.929,0.123,0.12310970717209915
modelK-pin_1_noRotate_rotate-counterClockwise,0.059,0.071,22.891,0.0,0.0,22.891,0.092,0.09231467922275416
modelK-pin_2_noRotate_rotate-counterClockwise,0.136,-0.079,16.26,0.0,0.0,16.26,0.157,0.15728000508646992
modelK-pin_1_rotateLeft_up,-0.004,0.148,2.045,0.0,0.148,15,0.148,0.2301074045958654
modelK-pin_2_rotateLeft_up,-0.013,0.158,1.219,0.0,0.158,15,0.159,0.25352382421733854
modelK-pin_1_rotateLeft_up-right,0.106,0.252,1.004,0.283,0.163,15,0.273,0.4423924096707158
modelK-pin_2_rotateLeft_up-right,0.263,0.065,2.338,0.232,0.133,15,0.271,0.2957264474536555
modelK-pin_1_rotateLeft_right,0.495,0.054,3.013,0.495,0.0,15,0.498,0.26321261743656027
modelK-pin_2_rotateLeft_right,0.577,-0.113,20.556,0.577,0.0,15,0.588,0.20997049324080494
modelK-pin_1_rotateLeft_down-right,1.049,-0.322,29.476,1.038,0.597,15,1.097,1.1717196925874707
modelK-pin_2_rotateLeft_down-right,1.106,-0.273,22.62,1.042,0.599,15,1.139,1.0073395584818527
modelK-pin_1_rotateLeft_down,-0.089,-0.057,4.281,0.0,-0.057,15,0.106,0.2760818425212722
modelK-pin_2_rotateLeft_down,0.039,-0.162,1.169,0.0,-0.162,15,0.167,0.28039648884333573
modelK-pin_1_rotateLeft_down-left,-0.862,-0.139,46.042,1.007,0.579,15,0.873,2.5439551791002035
modelK-pin_2_rotateLeft_down-left,-1.304,-0.256,20.556,1.134,0.652,15,1.329,2.698567694961317
modelK-pin_1_rotateLeft_left,-0.439,-0.012,12.171,-0.439,0.0,15,0.439,0.06137536453891963
modelK-pin_2_rotateLeft_left,-0.654,-0.029,6.961,-0.654,0.0,15,0.655,0.16930701856782415
modelK-pin_1_rotateLeft_up-left,-0.209,0.102,1.077,0.262,0.15,15,0.233,0.7164417338299743
modelK-pin_2_rotateLeft_up-left,-0.285,0.133,2.438,0.271,0.156,15,0.315,0.7757237767186704
modelK-pin_1_rotateRight_up,0.009,0.066,1.169,0.0,0.066,15,0.067,0.2503964888433357
modelK-pin_2_rotateRight_up,0.022,0.179,1.169,0.0,0.179,15,0.18,0.2633964888433357
modelK-pin_1_rotateRight_up-right,0.141,0.182,2.388,0.361,0.208,15,0.23,0.441651961461873
modelK-pin_2_rotateRight_up-right,0.377,0.086,0.04,0.388,0.223,15,0.387,0.39854215248658104
modelK-pin_1_rotateRight_right,0.839,0.102,19.885,0.839,0.0,15,0.845,0.187259333959923
modelK-pin_2_rotateRight_right,0.823,-0.061,17.429,0.823,0.0,15,0.825,0.10339404753094229
modelK-pin_1_rotateRight_down-right,1.019,-0.058,21.775,0.985,0.567,15,1.021,0.7441701736291182
modelK-pin_2_rotateRight_down-right,1.221,-0.121,54.535,1.117,0.642,15,1.227,1.4600711126030699
modelK-pin_1_rotateRight_down,0.003,-0.093,0.0,0.0,-0.093,15,0.093,0.2647993877991494
modelK-pin_2_rotateRight_down,0.038,-0.152,1.169,0.0,-0.152,15,0.157,0.27939648884333573
modelK-pin_1_rotateRight_down-left,-0.879,-0.228,11.483,0.797,0.458,15,0.908,1.872342091832306
modelK-pin_2_rotateRight_down-left,-1.274,-0.087,32.521,1.1,0.632,15,1.277,2.7862904202262033
modelK-pin_1_rotateRight_left,-0.658,0.077,5.906,-0.658,0.0,15,0.662,0.23572024217636434
modelK-pin_2_rotateRight_left,-0.845,-0.111,15.091,-0.845,0.0,15,0.852,0.11258824961931489
modelK-pin_1_rotateRight_up-left,-0.34,0.067,1.169,0.393,0.226,15,0.347,0.991443154058241
modelK-pin_2_rotateRight_up-left,-0.425,0.119,1.169,0.378,0.217,15,0.441,1.050354460557565
2link-v-2link_1_noRotate_up,0.017,0.314,3.309,0.0,0.314,0,0.314,0.07475294494849237
2link-v-2link_2_noRotate_up,0.006,0.342,0.0,0.0,0.342,0,0.342,0.006
2link-v-2link_1_noRotate_up-right,0.294,0.243,1.076,0.351,0.182,0,0.381,0.1022662686104262
2link-v-2link_2_noRotate_up-right,0.256,0.26,4.552,0.344,0.179,0,0.365,0.19905089920491348
2link-v-2link_1_noRotate_right,0.632,-0.049,2.243,0.632,0.0,0,0.634,0.08814773512223281
2link-v-2link_2_noRotate_right,0.865,0.258,24.622,0.865,0.0,0,0.903,0.6877349684260439
2link-v-2link_1_noRotate_down-right,0.294,-0.123,11.31,0.28,0.145,0,0.319,0.46576216091247624
2link-v-2link_2_noRotate_down-right,0.402,-0.156,7.89,0.397,0.206,0,0.431,0.499741006722361
2link-v-2link_1_noRotate_down,0.101,-0.254,12.653,0.0,-0.254,0,0.273,0.3218365102548425
2link-v-2link_2_noRotate_down,-0.033,-0.19,3.476,0.0,-0.19,0,0.193,0.0936676447993229
2link-v-2link_1_noRotate_down-left,-0.361,-0.243,10.214,0.419,0.217,0,0.435,1.0838064436124424
2link-v-2link_2_noRotate_down-left,-0.513,-0.248,5.697,0.523,0.272,0,0.57,1.2586104273100611
2link-v-2link_1_noRotate_left,-0.643,-0.024,0.0,-0.643,0.0,0,0.643,0.024
2link-v-2link_2_noRotate_left,-0.847,0.233,15.137,-0.847,0.0,0,0.878,0.49719048887438166
2link-v-2link_1_noRotate_up-left,-0.293,0.249,0.0,0.366,0.19,0,0.385,0.6616358515074587
2link-v-2link_2_noRotate_up-left,-0.346,0.317,4.49,0.456,0.237,0,0.469,0.8843454320534558
2link-v-2link_1_noRotate_rotate-clockwise,0.039,-0.04,27.487,0.0,0.0,27.487,0.056,0.05586591089385369
2link-v-2link_2_noRotate_rotate-clockwise,0.074,0.019,34.813,0.0,0.0,34.813,0.076,0.07640026177965623
2link-v-2link_1_noRotate_rotate-counterClockwise,0.044,-0.025,21.679,0.0,0.0,21.679,0.051,0.05060632371551998
2link-v-2link_2_noRotate_rotate-counterClockwise,-0.041,0.008,16.519,0.0,0.0,16.519,0.042,0.041773197148410844
2link-v-2link_1_rotateLeft_up,0.001,0.326,1.123,0.0,0.326,15,0.326,0.2431993402992531
2link-v-2link_2_rotateLeft_up,-0.031,0.162,6.723,0.0,0.162,15,0.165,0.17546090218757066
2link-v-2link_1_rotateLeft_up-right,0.274,0.294,7.967,0.383,0.199,15,0.402,0.26733807918556307
2link-v-2link_2_rotateLeft_up-right,0.275,0.125,4.49,0.268,0.139,15,0.302,0.19908658022710254
2link-v-2link_1_rotateLeft_right,0.707,-0.14,11.529,0.707,0.0,15,0.721,0.20058037833672318
2link-v-2link_2_rotateLeft_right,0.517,-0.004,4.49,0.517,0.0,15,0.517,0.187434104384604
2link-v-2link_1_rotateLeft_down-right,0.33,-0.087,11.31,0.327,0.17,15,0.341,0.32142015852977823
2link-v-2link_2_rotateLeft_down-right,0.361,-0.17,6.723,0.354,0.184,15,0.399,0.498530104463058
2link-v-2link_1_rotateLeft_down,-0.03,-0.069,4.476,0.0,-0.069,15,0.075,0.21367845047988324
2link-v-2link_2_rotateLeft_down,0.043,-0.088,1.076,0.0,-0.088,15,0.098,0.28601964504769045
2link-v-2link_1_rotateLeft_down-left,-0.414,-0.082,1.123,0.388,0.202,15,0.422,1.092998964182574
2link-v-2link_2_rotateLeft_down-left,-0.429,-0.152,2.203,0.491,0.255,15,0.455,1.2293562455895695
2link-v-2link_1_rotateLeft_left,-0.429,-0.139,29.265,-0.429,0.0,15,0.451,0.38797121779699095
2link-v-2link_2_rotateLeft_left,-0.427,0.24,31.002,-0.427,0.0,15,0.49,0.5192875869041325
2link-v-2link_1_rotateLeft_up-left,-0.262,0.287,11.529,0.369,0.192,15,0.389,0.6986916538992225
2link-v-2link_2_rotateLeft_up-left,-0.212,0.231,1.076,0.339,0.176,15,0.314,0.7967578503396858
2link-v-2link_1_rotateRight_up,-0.043,0.193,8.939,0.0,0.193,15,0.198,0.14878440596337633
2link-v-2link_2_rotateRight_up,-0.03,0.153,4.49,0.0,0.153,15,0.156,0.213434104384604
2link-v-2link_1_rotateRight_up-right,0.215,0.213,7.967,0.339,0.176,15,0.303,0.252151479221218
2link-v-2link_2_rotateRight_up-right,0.157,0.173,13.735,0.223,0.116,15,0.234,0.10928506616022012
2link-v-2link_1_rotateRight_right,0.71,-0.276,19.885,0.71,0.0,15,0.762,0.36125933395992305
2link-v-2link_2_rotateRight_right,0.378,0.197,28.61,0.378,0.0,15,0.426,0.4345393111964283
2link-v-2link_1_rotateRight_down-right,0.297,-0.142,2.243,0.291,0.151,15,0.329,0.5157130796849758
2link-v-2link_2_rotateRight_down-right,0.326,-0.198,5.719,0.355,0.184,15,0.381,0.5450832117399875
2link-v-2link_1_rotateRight_down,0.043,-0.116,9.284,0.0,-0.116,15,0.124,0.14276302004399594
2link-v-2link_2_rotateRight_down,-0.006,-0.18,2.243,0.0,-0.18,15,0.18,0.22865165267691662
2link-v-2link_1_rotateRight_down-left,-0.433,-0.227,15.137,0.464,0.241,15,0.489,1.0141385992189142
2link-v-2link_2_rotateRight_down-left,-0.321,-0.199,13.735,0.34,0.177,15,0.378,0.7825368294168449
2link-v-2link_1_rotateRight_left,-0.527,0.091,9.284,-0.527,0.0,15,0.535,0.19076302004399592
2link-v-2link_2_rotateRight_left,-0.523,-0.158,11.529,-0.523,0.0,15,0.546,0.21858037833672317
2link-v-2link_1_rotateRight_up-left,-0.355,0.194,0.0,0.362,0.188,15,0.405,0.9788244919621765
2link-v-2link_2_rotateRight_up-left,-0.331,0.304,3.309,0.418,0.217,15,0.449,0.958082251018943
2link-v-3link_1_noRotate_up,-0.023,0.365,2.243,0.0,0.365,0,0.366,0.06214773512223281
2link-v-3link_2_noRotate_up,0.027,0.361,1.123,0.0,0.361,0,0.362,0.04660004749989632
2link-v-3link_1_noRotate_up-right,0.3,0.28,4.476,0.382,0.198,0,0.41,0.19408644943386
2link-v-3link_2_noRotate_up-right,0.374,0.315,7.967,0.46,0.239,0,0.489,0.25381971538961684
2link-v-3link_1_noRotate_right,0.721,-0.133,11.529,0.721,0.0,0,0.733,0.3342190094624262
2link-v-3link_2_noRotate_right,0.92,-0.301,30.636,0.92,0.0,0,0.968,0.8356990696409827
2link-v-3link_1_noRotate_down-right,1.262,-0.431,59.099,1.166,0.606,0,1.334,2.072906242009226
2link-v-3link_2_noRotate_down-right,0.395,-0.128,2.243,0.385,0.2,0,0.415,0.3673001387398202
2link-v-3link_1_noRotate_down,0.059,-0.184,13.735,0.0,-0.184,0,0.193,0.2987209727614212
2link-v-3link_2_noRotate_down,0.118,-0.29,16.519,0.0,-0.29,0,0.313,0.40631093913694327
2link-v-3link_1_noRotate_down-left,-0.188,-0.36,21.371,0.526,0.273,0,0.406,1.327187691071318
2link-v-3link_2_noRotate_down-left,-0.142,-0.466,31.297,0.49,0.255,0,0.487,1.5050187788678642
2link-v-3link_1_noRotate_left,-0.801,-0.309,18.762,-0.801,0.0,0,0.859,0.6364586742591761
2link-v-3link_2_noRotate_left,-0.492,0.025,3.414,-0.492,0.0,0,0.493,0.0845855406630864
2link-v-3link_1_noRotate_up-left,-0.369,0.277,1.123,0.427,0.222,0,0.461,0.8174979106377794
2link-v-3link_2_noRotate_up-left,-0.375,0.333,9.133,0.488,0.254,0,0.502,1.0260092519547022
2link-v-3link_1_noRotate_rotate-clockwise,0.059,-0.014,30.636,0.0,0.0,30.636,0.061,0.06063827174318213
2link-v-3link_2_noRotate_rotate-clockwise,0.035,0.0,31.002,0.0,0.0,31.002,0.035,Differance
2link-v-3link_1_noRotate_rotate-counterClockwise,-0.024,-0.052,24.622,0.0,0.0,24.622,0.057,0.05727128425310541
2link-v-3link_2_noRotate_rotate-counterClockwise,-0.117,-0.119,20.709,0.0,0.0,20.709,0.167,0.16688319268278637
2link-v-3link_1_rotateLeft_up,0.051,0.181,13.601,0.0,0.181,15,0.188,0.07541715623540066
2link-v-3link_2_rotateLeft_up,0.002,0.172,1.167,0.0,0.172,15,0.172,0.2434313954283756
2link-v-3link_1_rotateLeft_up-right,0.172,0.147,7.815,0.279,0.145,15,0.226,0.23242059671226706
2link-v-3link_2_rotateLeft_up-right,0.304,0.226,3.414,0.349,0.181,15,0.379,0.2658534574428523
2link-v-3link_1_rotateLeft_right,0.389,0.13,15.982,0.389,0.0,15,0.41,0.14713913325458433
2link-v-3link_2_rotateLeft_right,0.422,0.097,10.214,0.422,0.0,15,0.433,0.18053145800044862
2link-v-3link_1_rotateLeft_down-right,1.094,-0.196,50.396,1.089,0.565,15,1.111,1.3787931676142309
2link-v-3link_2_rotateLeft_down-right,0.242,-0.133,2.247,0.252,0.131,15,0.276,0.48677116555919653
2link-v-3link_1_rotateLeft_down,0.106,-0.146,14.859,0.0,-0.146,15,0.18,0.108460914245312
2link-v-3link_2_rotateLeft_down,-0.045,-0.013,11.381,0.0,-0.013,15,0.047,0.10816346562967473
2link-v-3link_1_rotateLeft_down-left,-0.421,-0.012,10.408,0.411,0.213,15,0.421,0.942032402780967
2link-v-3link_2_rotateLeft_down-left,-0.201,-0.003,11.531,0.279,0.145,15,0.201,0.5628441876568706
2link-v-3link_1_rotateLeft_left,-0.433,-0.312,34.416,-0.433,0.0,15,0.534,0.650873127567219
2link-v-3link_2_rotateLeft_left,-0.273,-0.136,18.762,-0.273,0.0,15,0.305,0.20165928646002673
2link-v-3link_1_rotateLeft_up-left,-0.197,0.247,15.982,0.305,0.159,15,0.316,0.5267939183787896
2link-v-3link_2_rotateLeft_up-left,-0.261,0.292,6.888,0.419,0.218,15,0.392,0.8255957286485809
2link-v-3link_1_rotateRight_up,-0.007,0.322,1.167,0.0,0.322,15,0.322,0.2484313954283756
2link-v-3link_2_rotateRight_up,-0.046,0.165,5.724,0.0,0.165,15,0.171,0.20789674141499398
2link-v-3link_1_rotateRight_up-right,0.17,0.203,12.913,0.267,0.138,15,0.265,0.15318974218848358
2link-v-3link_2_rotateRight_up-right,0.261,0.282,12.433,0.375,0.195,15,0.384,0.1882076227312999
2link-v-3link_1_rotateRight_right,0.724,-0.212,18.762,0.724,0.0,15,0.754,0.2776592864600267
2link-v-3link_2_rotateRight_right,0.69,-0.267,27.072,0.69,0.0,15,0.74,0.4776961473007555
2link-v-3link_1_rotateRight_down-right,1.183,-0.305,48.64,1.055,0.548,15,1.222,1.4496790487599234
2link-v-3link_2_rotateRight_down-right,0.156,-0.068,19.558,0.162,0.084,15,0.17,0.23167048226435288
2link-v-3link_1_rotateRight_down,0.049,-0.115,13.97,0.0,-0.115,15,0.125,0.0669768912955416
2link-v-3link_2_rotateRight_down,0.103,-0.181,26.683,0.0,-0.181,15,0.208,0.3069068165104975
2link-v-3link_1_rotateRight_down-left,-0.182,-0.235,18.762,0.285,0.148,15,0.297,0.6696278286871861
2link-v-3link_2_rotateRight_down-left,-0.032,-0.385,49.394,0.509,0.264,15,0.386,1.4452039233093437
2link-v-3link_1_rotateRight_left,-0.598,0.163,9.284,-0.598,0.0,15,0.62,0.26276302004399593
2link-v-3link_2_rotateRight_left,-0.384,-0.183,14.859,-0.384,0.0,15,0.425,0.185460914245312
2link-v-3link_1_rotateRight_up-left,-0.309,0.193,3.451,0.33,0.171,15,0.364,0.8409466798969949
2link-v-3link_2_rotateRight_up-left,-0.159,0.103,10.187,0.174,0.09,15,0.189,0.41725635404271105
3link-v-3link_1_noRotate_up,-0.064,0.43,3.451,0.0,0.43,0,0.435,0.12423131248632432
3link-v-3link_2_noRotate_up,0.024,0.391,1.076,0.0,0.391,0,0.392,0.04277974275145899
3link-v-3link_1_noRotate_up-right,0.25,0.269,4.476,0.351,0.182,0,0.367,0.21142510079513066
3link-v-3link_2_noRotate_up-right,0.337,0.295,9.09,0.533,0.277,0,0.448,0.355475224192257
3link-v-3link_1_noRotate_right,0.85,-0.008,4.49,0.85,0.0,0,0.85,0.08636528341454541
3link-v-3link_2_noRotate_right,0.989,-0.332,28.759,0.989,0.0,0,1.043,0.8339392395810492
3link-v-3link_1_noRotate_down-right,1.036,-0.49,64.051,1.159,0.602,0,1.146,2.2168062036371587
3link-v-3link_2_noRotate_down-right,1.028,-0.553,63.317,1.163,0.604,0,1.167,2.269939468967446
3link-v-3link_1_noRotate_down,-0.024,-0.197,0.0,0.0,-0.197,0,0.198,0.024
3link-v-3link_2_noRotate_down,0.038,-0.223,3.476,0.0,-0.223,0,0.226,0.09866764479932288
3link-v-3link_1_noRotate_down-left,-1.031,-0.34,48.64,1.096,0.569,0,1.086,3.162023476944885
3link-v-3link_2_noRotate_down-left,-1.173,-0.493,55.851,1.133,0.588,0,1.272,3.5215851676866534
3link-v-3link_1_noRotate_left,-0.922,-0.158,13.776,-0.922,0.0,0,0.935,0.3984365577547388
3link-v-3link_2_noRotate_left,-1.104,-0.257,27.487,-1.104,0.0,0,1.134,0.7367386514956813
3link-v-3link_1_noRotate_up-left,-0.425,0.313,4.49,0.489,0.254,0,0.528,0.9942675707793056
3link-v-3link_2_noRotate_up-left,-0.38,0.265,1.079,0.442,0.229,0,0.463,0.8416200461478821
3link-v-3link_1_noRotate_rotate-clockwise,-0.051,0.014,24.076,0.0,0.0,24.076,0.053,0.05288667128870941
3link-v-3link_2_noRotate_rotate-clockwise,0.033,0.053,31.906,0.0,0.0,31.906,0.062,0.06243396511515186
3link-v-3link_1_noRotate_rotate-counterClockwise,-0.043,-0.032,24.781,0.0,0.0,24.781,0.054,0.05360037313302959
3link-v-3link_2_noRotate_rotate-counterClockwise,-0.049,-0.029,22.011,0.0,0.0,22.011,0.057,0.05693856338194704
3link-v-3link_1_rotateLeft_up,0.028,0.17,14.859,0.0,0.17,15,0.172,0.030460914245312005
3link-v-3link_2_rotateLeft_up,0.089,0.235,152.513,0.0,0.235,15,0.251,3.972130692884624
3link-v-3link_1_rotateLeft_up-right,0.249,0.077,10.214,0.237,0.123,15,0.261,0.13107091529646747
